iter	Logloss
155	0.001562727174
156	0.001523990845
157	0.001516368587
158	0.001497741169
159	0.001490822402
160	0.001465598052
161	0.001445068589
162	0.00143136396
163	0.001417671499
164	0.001399588518
165	0.001392469189
166	0.001385738802
167	0.001358731172
168	0.001330838947
169	0.00131992076
170	0.001295570026
171	0.001281194849
172	0.001263169422
173	0.001244322478
174	0.001222574372
175	0.001217346539
176	0.001209059014
177	0.001195145587
178	0.001190215671
179	0.001173820436
180	0.001149237302
181	0.001140508296
182	0.001135014777
183	0.001124431404
184	0.00111122157
185	0.00110547004
186	0.001095340375
187	0.001085912714
188	0.001074420334
189	0.00105833375
190	0.001044232852
191	0.001019756197
192	0.001014090876
193	0.001001542866
194	0.0009873646216
195	0.0009827189535
196	0.000979015491
197	0.0009748241987
198	0.0009655644423
199	0.0009585087443
200	0.0009507083527
201	0.0009343090364
202	0.0009309278447
203	0.0009221645038
204	0.0009130835308
205	0.0009082067516
206	0.000900571458
207	0.0008899839377
208	0.0008838097663
209	0.0008796145557
210	0.0008644238691
211	0.0008597602527
212	0.0008480456617
213	0.0008389650854
214	0.0008345673015
215	0.0008109226887
216	0.000802837676
217	0.0007945175525
218	0.0007910734102
219	0.0007816882044
220	0.0007757919781
221	0.0007690198084
222	0.0007572355795
223	0.000753525569
224	0.000749974646
225	0.0007456235084
226	0.0007430714471
227	0.0007342476028
228	0.0007288588887
229	0.000726083413
230	0.0007180188284
231	0.0007091811307
232	0.000704991695
233	0.0007002736227
234	0.000695941263
235	0.0006918172194
236	0.0006780053106
237	0.0006743057221
238	0.0006709276646
239	0.0006644344078
240	0.0006575889251
241	0.0006544904969
242	0.0006476157327
243	0.000644201502
244	0.0006372951364
245	0.0006314199078
246	0.0006259507203
247	0.0006212316734
248	0.0006179943652
249	0.0006098035669
250	0.0006079163522
251	0.0006057787994
252	0.0005964523523
253	0.0005903523098
254	0.000586812102
255	0.0005849225851
256	0.0005826540977
257	0.0005774122938
258	0.0005734635006
259	0.0005658138238
260	0.0005632854617
261	0.0005576793162
262	0.0005532779072
263	0.0005494922135
264	0.0005472286572
265	0.000539262109
266	0.0005376881957
267	0.0005337504234
268	0.0005298193139
269	0.0005267541702
270	0.0005247146566
271	0.0005203245995
272	0.0005181943758
273	0.0005117116192
274	0.000509895205
275	0.0005060167337
276	0.0005032012378
277	0.0005019187913
278	0.000499691013
279	0.0004952456989
280	0.0004932486777
281	0.0004900244648
282	0.0004887972032
283	0.0004871654309
284	0.000484284653
285	0.0004809008805
286	0.000476793529
287	0.000474009334
288	0.0004686937954
289	0.0004661327234
290	0.0004628312483
291	0.0004614047435
292	0.0004585893055
293	0.000452917064
294	0.0004511802737
295	0.0004490182373
296	0.0004479256614
297	0.0004449860113
298	0.0004427892379
299	0.0004392428894
300	0.0004384283064
301	0.0004367547612
302	0.000434175787
303	0.0004321775733
304	0.0004253013214
305	0.0004225043979
306	0.0004208760361
307	0.0004190056391
308	0.0004181408197
309	0.0004133293368
310	0.0004118696965
311	0.0004021092947
312	0.0004012509459
313	0.0003978629864
314	0.0003956488636
315	0.0003939875781
316	0.0003921753088
317	0.0003913180562
318	0.0003896883753
319	0.0003873778869
320	0.0003852699502
321	0.0003818758647
322	0.0003805986423
323	0.0003775828696
324	0.0003754069297
325	0.0003732628045
326	0.0003695639053
327	0.0003663087827
328	0.0003650923115
329	0.0003627890412
330	0.0003610659399
331	0.0003591631697
332	0.0003580294151
333	0.0003508780427
334	0.0003498732605
335	0.0003489647692
336	0.0003483438996
337	0.0003471006417
338	0.0003447291257
339	0.0003424811631
340	0.0003405204246
341	0.000339454938
342	0.0003383602088
343	0.0003358195225
344	0.0003345511776
345	0.0003322213406
346	0.0003314261984
347	0.0003300159179
348	0.0003276916942
349	0.0003256609089
350	0.0003244116009
351	0.0003196237742
352	0.0003184865633
353	0.000317620351
354	0.0003162087787
355	0.0003143829056
356	0.0003127542076
357	0.0003071998387
358	0.0003062123123
359	0.0003055328449
360	0.0003040874272
361	0.0003022366905
362	0.0003004192185
363	0.0002965555207
364	0.0002954352874
365	0.0002932232568
366	0.0002924202319
367	0.0002915407653
368	0.0002900090632
369	0.0002889854259
370	0.0002881933914
371	0.0002863275752
372	0.0002851249527
373	0.0002846161536
374	0.0002836435128
375	0.0002824695219
376	0.0002813652809
377	0.0002798334019
378	0.0002768749299
379	0.0002765023317
380	0.000272599088
381	0.0002711857891
382	0.0002695402408
383	0.0002688289557
384	0.000268229599
385	0.0002666775619
386	0.0002644672019
387	0.0002621251874
388	0.0002616288538
389	0.0002599147137
390	0.0002594260825
391	0.0002588293855
392	0.0002580244496
393	0.0002574499828
394	0.0002544830415
395	0.0002518739095
396	0.0002512182354
397	0.0002497373429
398	0.0002493813975
399	0.0002486156844
400	0.0002479649833
401	0.000246067414
402	0.0002453585734
403	0.0002429971698
404	0.0002417349618
405	0.000238299832
406	0.0002375676252
407	0.0002366741929
408	0.0002353575707
409	0.0002347629042
410	0.000233443393
411	0.0002323362641
412	0.0002318506464
413	0.0002307059506
414	0.0002300962651
415	0.0002282941447
416	0.0002273106601
417	0.000226961413
418	0.0002264280937
419	0.0002251907202
420	0.0002224612301
421	0.000222044388
422	0.0002213666744
423	0.0002203386324
424	0.0002197185064
425	0.0002193755719
426	0.0002179580982
427	0.0002173585288
428	0.0002165343128
429	0.000215292449
430	0.0002133778864
431	0.000212945165
432	0.0002116958216
433	0.0002114432577
434	0.0002084276837
435	0.0002075549006
436	0.0002063963737
437	0.0002058483231
438	0.000205533489
439	0.0002042023986
440	0.0002038023942
441	0.000203265264
442	0.0002021823178
443	0.0002010114869
444	0.0002005895233
445	0.0001981080654
446	0.0001976942288
447	0.0001969682885
448	0.0001966131793
449	0.0001954173646
450	0.0001949470379
451	0.0001940243699
452	0.0001935566851
453	0.000193306665
454	0.0001922559697
455	0.0001914868319
456	0.0001910642878
457	0.0001905052551
458	0.000190108976
459	0.0001896216909
460	0.0001888868465
461	0.00018727413
462	0.000186845019
463	0.0001861274591
464	0.0001850857493
465	0.0001846788113
466	0.000183748602
467	0.0001830326715
468	0.0001823438279
469	0.0001818800795
470	0.0001805287389
471	0.0001798917376
472	0.0001796359546
473	0.0001787916018
474	0.0001784326769
475	0.0001775401208
476	0.0001773156794
477	0.0001767072606
478	0.0001759527488
479	0.0001745511603
480	0.0001714954076
481	0.000170889744
482	0.0001695465307
483	0.0001690874319
484	0.0001687904722
485	0.0001680776005
486	0.0001675554032
487	0.0001668974814
488	0.0001666250835
489	0.0001663459038
490	0.0001660168252
491	0.0001657655712
492	0.0001650891769
493	0.0001645232525
494	0.0001641803992
495	0.0001638695722
496	0.0001638670773
497	0.0001638209783
498	0.0001619981234
499	0.0001614852163
500	0.0001612585535
501	0.0001612573584
502	0.0001612572949
503	0.0001612570043
504	0.000161255999
505	0.0001611747259
506	0.0001606291678
507	0.0001600321802
508	0.0001600316514
509	0.0001600311662
510	0.0001595170619
511	0.0001592977881
512	0.0001592942026
513	0.0001592943956
514	0.000159201804
515	0.0001585688236
516	0.0001575498378
517	0.0001575227429
518	0.0001573210509
519	0.0001573211954
520	0.0001567213344
521	0.0001560377324
522	0.0001560384335
523	0.0001555682929
524	0.0001552350364
525	0.000154520385
526	0.0001529681142
527	0.0001524788773
528	0.0001524784088
529	0.0001521790729
530	0.0001517913936
531	0.0001508232863
532	0.0001505722439
533	0.0001502356162
534	0.0001499376801
535	0.0001496775594
536	0.0001491391181
537	0.0001491391181
538	0.0001488852112
539	0.0001488845053
540	0.0001488845053
541	0.0001488845053
542	0.0001476284015
543	0.0001476284015
544	0.0001476284015
545	0.0001473061891
546	0.0001473074016
547	0.0001473058317
548	0.0001473067386
549	0.0001473054712
550	0.0001473061597
551	0.0001473056705
552	0.0001473056705
553	0.0001470225935
554	0.0001470210054
555	0.0001470171487
556	0.0001470127313
557	0.0001470132157
558	0.0001470138271
559	0.0001470138271
560	0.000146531401
561	0.0001458619392
562	0.0001458619392
563	0.0001448076411
564	0.0001445902413
565	0.0001445884409
566	0.0001445862588
567	0.000144585464
568	0.0001445858038
569	0.0001445856855
570	0.000144585703
571	0.0001445855354
572	0.0001445855076
573	0.0001445857673
574	0.0001445852869
575	0.0001445844579
576	0.0001445837517
577	0.0001445824446
578	0.000144582158
579	0.0001445825368
580	0.0001445819404
581	0.0001445514293
582	0.0001441529159
583	0.0001441530985
584	0.0001441538179
585	0.0001437713053
586	0.0001428615986
587	0.0001426694657
588	0.0001424209034
589	0.0001421537758
590	0.0001419276251
591	0.0001413001008
592	0.0001405921596
593	0.0001403660852
594	0.0001391224133
595	0.0001389337417
596	0.0001386989959
597	0.0001384339852
598	0.0001380188177
599	0.0001376010315
600	0.0001376002501
601	0.0001373735982
602	0.0001371112569
603	0.0001367178943
604	0.0001364434087
605	0.0001359322429
606	0.0001349709116
607	0.0001342282208
608	0.0001337876405
609	0.0001335887813
610	0.0001329402277
611	0.0001327248351
612	0.0001320645157
613	0.0001316810995
614	0.0001314459256
615	0.0001314453634
616	0.0001314454214
617	0.0001312487624
618	0.0001310026293
619	0.0001307732058
620	0.0001306607327
621	0.0001297509251
622	0.0001290896723
623	0.0001288096632
624	0.000128629443
625	0.0001283936084
626	0.0001282001786
627	0.0001266522818
628	0.000126474812
629	0.0001261364118
630	0.0001260061347
631	0.0001257940394
632	0.0001254947593
633	0.0001250693094
634	0.0001248845023
635	0.0001246414515
636	0.0001246357653
637	0.000124214384
638	0.000123891481
639	0.0001235602186
640	0.0001234259853
641	0.0001220711417
642	0.0001218577934
643	0.0001217423144
644	0.0001214242451
645	0.0001214248506
646	0.0001212640071
647	0.0001210728418
648	0.0001205832119
649	0.0001204595741
650	0.0001192880952
651	0.000119021196
652	0.0001188113313
653	0.0001184611049
654	0.0001182446177
655	0.0001180689325
656	0.0001175086827
657	0.000117302771
658	0.0001169197925
659	0.0001165602767
660	0.0001159911219
661	0.0001156473776
662	0.0001156464668
663	0.0001156454615
664	0.0001156065549
665	0.0001155688116
666	0.0001149806858
667	0.0001137737435
668	0.0001135119439
669	0.0001132094955
670	0.00011304505
671	0.0001127627928
672	0.0001126214518
673	0.0001121144409
674	0.0001117016239
675	0.000111013212
676	0.000110816302
677	0.0001105205463
678	0.0001102785084
679	0.0001099544922
680	0.0001096174104
681	0.0001094972676
682	0.0001093253437
683	0.0001088998102
684	0.000108899281
685	0.0001085645977
686	0.0001080936581
687	0.0001078284664
688	0.0001078290568
689	0.000107828755
690	0.0001078281439
691	0.0001072423733
692	0.0001070252374
693	0.0001063512513
694	0.0001060562865
695	0.0001060562865
696	0.0001060562865
697	0.0001060562865
698	0.000105743379
699	0.0001051999764
700	0.0001051892849
701	0.0001051894151
702	0.0001051895227
703	0.0001051892257
704	0.0001051892257
705	0.0001051888906
706	0.000105188706
707	0.000105188444
708	0.0001051884047
709	0.0001051865676
710	0.0001051863441
711	0.0001051856858
712	0.0001050407218
713	0.0001047473509
714	0.0001045801732
715	0.0001045792898
716	0.0001045710228
717	0.0001043750141
718	0.0001043732878
719	0.00010437257
720	0.0001043703717
721	0.0001043702351
722	0.0001043687125
723	0.000104067113
724	0.000104065266
725	0.0001038907822
726	0.0001037136319
727	0.0001037090497
728	0.0001037091712
729	0.0001037094661
730	0.0001037091731
731	0.0001036600863
732	0.000103659733
733	0.0001036604178
734	0.0001036598521
735	0.0001036594276
736	0.0001036594606
737	0.0001036590715
738	0.0001036577843
739	0.0001036576016
740	0.00010365739
741	0.0001036576909
742	0.0001036573606
743	0.0001036576119
744	0.0001036570783
745	0.0001036569287
746	0.0001036570204
747	0.0001036566948
748	0.0001036572356
749	0.0001036569862
750	0.0001036565721
751	0.0001036565507
752	0.00010365637
753	0.0001036557154
754	0.0001036560902
755	0.0001036555546
756	0.0001036506056
757	0.0001036506782
758	0.0001036503094
759	0.0001036496805
760	0.0001036496805
761	0.0001033436406
762	0.0001033436676
763	0.0001033426056
764	0.0001033426894
765	0.0001029923193
766	0.0001025980798
767	0.0001025972536
768	0.000102596541
769	0.000102596541
770	0.0001025967819
771	0.0001025944518
772	0.0001025867871
773	0.0001025871829
774	0.000102583703
775	0.000102576518
776	0.0001025757351
777	0.0001025763068
778	0.0001025763068
779	0.000102438106
780	0.0001024361902
781	0.0001023457025
782	0.0001023454314
783	0.0001023425152
784	0.0001023417481
785	0.0001023413555
786	0.000102341421
787	0.0001023411816
788	0.0001023404614
789	0.0001023409501
790	0.0001023409501
791	0.0001023351333
792	0.0001023345294
793	0.0001023346314
794	0.0001023347839
795	0.0001023333681
796	0.0001023333903
797	0.0001023310578
798	0.0001023314484
799	0.0001023314167
800	0.0001023313285
801	0.0001023285569
802	0.0001023292183
803	0.0001023292132
804	0.0001023263931
805	0.0001023261175
806	0.0001020748019
807	0.0001020741567
808	0.0001020742516
809	0.0001020744592
810	0.0001020748773
811	0.0001020741809
812	0.0001020735572
813	0.0001020736199
814	0.0001020734972
815	0.0001020732479
816	0.000102073126
817	0.0001020714803
818	0.0001020709435
819	0.0001020701741
820	0.000102069874
821	0.000102069976
822	0.0001020699248
823	0.0001020702657
824	0.0001020693073
825	0.0001020692291
826	0.0001020695011
827	0.0001020684612
828	0.0001020685057
829	0.0001020678907
830	0.0001020673817
831	0.0001020665297
832	0.0001020665297
833	0.0001020661851
834	0.0001020657638
835	0.0001020656086
836	0.0001020602857
837	0.000101915788
838	0.0001016910477
839	0.000101435597
840	0.0001008919294
841	0.0001007719839
842	0.0001007707734
843	0.000100771704
844	0.0001007666101
845	0.0001007666022
846	0.0001007663048
847	0.0001007660523
848	0.0001007657156
849	0.000100765425
850	0.0001007653539
851	0.0001007646488
852	0.0001007650843
853	0.0001007108723
854	0.0001003989966
855	0.0001003972067
856	0.0001003978011
857	0.0001003931047
858	0.0001003937451
859	0.0001003933004
860	0.0001003924174
861	0.0001003921061
862	0.0001003914074
863	0.0001003902631
864	0.0001003898458
865	0.0001003908186
866	0.0001003899253
867	0.0001003880036
868	0.0001003882216
869	0.0001003870452
870	0.0001003876558
871	0.0001003872028
872	0.0001003577811
873	0.0001003509269
874	0.0001001147285
875	0.0001001144712
876	0.000100114358
877	0.0001001103873
878	0.0001001103873
879	9.985418429e-05
880	9.962538823e-05
881	9.921385048e-05
882	9.897991691e-05
883	9.894724048e-05
884	9.894629e-05
885	9.894550507e-05
886	9.894341234e-05
887	9.894166541e-05
888	9.894308439e-05
889	9.894191276e-05
890	9.893768649e-05
891	9.893755388e-05
892	9.893551474e-05
893	9.893129782e-05
894	9.892939685e-05
895	9.892870919e-05
896	9.892954057e-05
897	9.892911337e-05
898	9.892683681e-05
899	9.892683681e-05
900	9.892686659e-05
901	9.892743196e-05
902	9.89259412e-05
903	9.892518597e-05
904	9.892508552e-05
905	9.892404182e-05
906	9.892299804e-05
907	9.892245172e-05
908	9.892143216e-05
909	9.892143216e-05
910	9.88031441e-05
911	9.872522702e-05
912	9.872466324e-05
913	9.872400775e-05
914	9.872459138e-05
915	9.872421777e-05
916	9.872302153e-05
917	9.848570095e-05
918	9.79856231e-05
919	9.798590816e-05
920	9.79859308e-05
921	9.798494021e-05
922	9.798461504e-05
923	9.79848608e-05
924	9.798414933e-05
925	9.798368123e-05
926	9.798356689e-05
927	9.798356689e-05
928	9.768231287e-05
929	9.768232597e-05
930	9.768192616e-05
931	9.768193371e-05
932	9.768197857e-05
933	9.768132903e-05
934	9.768085935e-05
935	9.768035711e-05
936	9.768035711e-05
937	9.746610228e-05
938	9.746565363e-05
939	9.746594982e-05
940	9.746210381e-05
941	9.74613967e-05
942	9.745827001e-05
943	9.745744777e-05
944	9.745680061e-05
945	9.745618363e-05
946	9.745702215e-05
947	9.745644051e-05
948	9.745611225e-05
949	9.745570054e-05
950	9.745482588e-05
951	9.745447054e-05
952	9.745411044e-05
953	9.745410131e-05
954	9.737974172e-05
955	9.733614654e-05
956	9.687898404e-05
957	9.687902811e-05
958	9.685094524e-05
959	9.685094524e-05
960	9.685076896e-05
961	9.68514848e-05
962	9.685081382e-05
963	9.685046523e-05
964	9.672067197e-05
965	9.639984292e-05
966	9.630171623e-05
967	9.6301559e-05
968	9.63013994e-05
969	9.630060852e-05
970	9.630096902e-05
971	9.630144545e-05
972	9.630106272e-05
973	9.630078202e-05
974	9.629954408e-05
975	9.629639922e-05
976	9.62959613e-05
977	9.629578701e-05
978	9.629585371e-05
979	9.629572229e-05
980	9.629560318e-05
981	9.629566512e-05
982	9.629512993e-05
983	9.629235192e-05
984	9.629215976e-05
985	9.628861152e-05
986	9.628783692e-05
987	9.628566398e-05
988	9.628447687e-05
989	9.628443478e-05
990	9.628092783e-05
991	9.628026757e-05
992	9.628023462e-05
993	9.628017785e-05
994	9.628017785e-05
995	9.608014566e-05
996	9.607876043e-05
997	9.607865482e-05
998	9.607626749e-05
999	9.607523721e-05
